date,time,central_pa,angular_width,linear_speed,speed_final,speed_20rs,acceleration,mass_g,kinetic_energy,mpa,links,remarks,year,month
2024-10-21,14:24:05,98,108,473,820,690,21.2*1,----,----,94,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-22,02:24:05,290,15,727,1200,2207,202.9*1,----,----,286,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,10
2024-10-22,07:05:13,335,28,382,389,394,0.7*1,----,----,341,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-22,09:48:05,88,19,689,551,100,-28.3*1,----,----,81,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-22,09:48:05,249,55,266,232,0,-9.7*1,----,----,262,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-22,11:48:05,87,16,497,455,0,-25.5*1,----,----,87,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-22,13:36:28,133,12,547,782,1966,161.7*1,----,----,142,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,10
2024-10-22,15:24:05,86,12,773,782,832,4.5*1,----,----,86,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,10
2024-10-22,17:24:05,132,76,764,573,0,-42.8*1,----,----,135,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-22,17:36:05,242,143,434,420,425,-0.8*1,----,----,268,C2 C3 PHTX DST Java Movie,Poor Event; Partial Halo,2024,10
2024-10-22,22:00:06,124,16,610,468,0,-68.1*1,----,----,130,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,10
2024-10-23,00:48:34,187,51,189,290,317,4.0*1,----,----,179,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,10
2024-10-23,03:12:05,90,20,767,807,1000,20.9*1,----,----,92,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-23,06:12:05,94,146,418,179,0,-183.8*1,----,----,115,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2; Partial Halo,2024,10
2024-10-23,11:00:05,124,42,737,623,0,-51.6*1,----,----,128,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-23,11:12:05,55,27,321,582,874,32.4*1,----,----,42,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-23,12:48:05,14,83,382,553,541,10.6*1,----,----,12,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-23,15:36:05,117,81,537,617,675,10.2*1,----,----,102,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-24,01:48:05,105,45,275,286,377,3.0*1,----,----,103,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,10
2024-10-24,03:48:05,Halo,360,2385,2386,2386,0.3,----,----,122,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-24,14:36:05,90,11,716,666,255,-22.8*1,----,----,91,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,10
2024-10-24,16:12:05,85,11,722,551,409,-26.8*1,----,----,87,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-24,18:36:05,86,16,666,581,389,-16.8*1,----,----,90,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-25,03:12:05,155,32,421,319,263,-8.1*1,----,----,146,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,10
2024-10-25,07:12:05,87,11,464,134,0,-306.2*1,----,----,90,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,10
2024-10-25,07:48:06,84,25,723,742,753,3.0*1,----,----,88,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-25,10:00:05,88,14,561,260,0,-99.9*1,----,----,90,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,10
2024-10-25,15:12:06,90,14,650,485,0,-64.3*1,----,----,91,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-25,15:12:06,239,64,211,340,744,22.9*1,----,----,245,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,10
2024-10-25,15:48:05,140,48,218,136,0,-27.4*1,----,----,133,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-25,17:36:05,286,12,475,559,802,20.7*1,----,----,284,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,10
2024-10-25,19:36:05,175,17,505,587,835,21.4*1,----,----,170,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,10
2024-10-25,22:00:05,243,49,340,566,692,19.1*1,----,----,242,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-26,00:00:06,94,17,628,576,0,-47.6*1,----,----,90,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-26,01:25:53,142,29,229,363,853,30.9*1,----,----,139,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-26,04:24:05,93,17,832,833,852,1.6*1,----,----,90,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-26,04:36:07,130,20,239,280,572,12.0*1,----,----,134,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,10
2024-10-26,05:12:05,175,20,359,380,539,7.4*1,----,----,170,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-26,05:12:05,241,50,202,307,471,9.6*1,----,----,252,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-26,06:36:05,Halo,360,1914,2248,2048,67.4,----,----,123,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-27,15:30:12,46,147,541,487,530,-4.0,----,----,45,C3 PHTX DST Java Movie,Only C3; Partial Halo,2024,10
2024-10-28,08:24:09,48,160,322,581,1185,57.8*1,----,----,59,C2 PHTX DST Java Movie,Only C2; Partial Halo,2024,10
2024-10-28,12:24:09,163,18,381,323,0,-23.0*1,----,----,165,C2 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-28,13:48:08,241,186,601,689,1000,30.3,----,----,218,C2 PHTX DST Java Movie,Only C2; Partial Halo,2024,10
2024-10-29,19:30:44,240,232,1454,1010,2352,-298.1*1,----,----,240,C2 C3 PHTX DST Java Movie,Poor Event; Only 3 points; Only C3; Partial Halo,2024,10
2024-10-30,04:12:05,190,70,764,1085,943,28.9*1,----,----,182,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-30,16:48:05,263,36,297,314,429,4.3*1,----,----,270,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-30,20:48:05,163,36,488,485,483,-0.3*1,----,----,150,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-30,21:24:05,99,25,543,719,1558,96.7*1,----,----,95,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-31,02:24:05,258,58,296,340,592,11.8*1,----,----,255,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-31,03:00:05,227,23,369,207,0,-93.9*1,----,----,225,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-31,07:48:05,253,66,271,321,618,14.2*1,----,----,256,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,10
2024-10-31,08:00:06,100,50,508,382,319,-11.7*1,----,----,99,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-31,09:12:05,326,91,571,742,682,12.2,----,----,337,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-31,13:36:33,155,49,359,214,0,-31.5*1,----,----,155,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-31,14:48:05,336,86,201,236,510,9.6*1,----,----,327,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,10
2024-10-31,17:36:05,185,53,562,823,691,15.6*1,----,----,172,C2 C3 PHTX DST Java Movie,,2024,10
2024-11-01,00:12:36,255,77,298,192,0,-13.9*1,----,----,269,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-01,00:36:05,106,23,420,290,193,-10.4*1,----,----,111,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-01,10:24:05,322,90,250,228,0,-3.8*1,----,----,323,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-01,10:48:05,240,91,395,418,570,7.7*1,----,----,239,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-01,12:12:05,92,23,245,124,0,-57.8*1,----,----,96,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-01,19:18:05,85,27,593,379,0,-64.2*1,----,----,86,C2 C3 PHTX DST Java Movie,Poor Event; Only C3,2024,11
2024-11-01,19:18:05,184,57,294,215,0,-10.7*1,----,----,181,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-01,19:30:05,331,117,151,236,268,3.3*1,----,----,326,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C3,2024,11
2024-11-02,02:36:06,101,33,94,113,352,4.9*1,----,----,101,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-02,05:48:06,198,25,283,259,0,-5.9*1,----,----,197,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-02,08:48:05,244,51,451,473,532,4.1*1,----,----,255,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-02,09:12:11,300,60,493,559,675,11.8*1,----,----,293,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-02,17:36:06,92,102,224,559,540,12.1*1,----,----,94,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-02,23:12:11,334,63,242,294,362,4.1*1,----,----,337,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-03,09:48:05,89,12,344,459,1001,39.5*1,----,----,96,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,11
2024-11-03,11:12:05,91,14,267,602,1137,53.5*1,----,----,93,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-03,12:12:05,250,46,153,112,0,-7.1*1,----,----,251,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-03,15:27:03,93,96,417,331,349,-5.3*1,----,----,93,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-03,20:00:05,92,15,252,275,293,1.5*1,----,----,93,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,11
2024-11-03,20:36:05,184,14,524,470,0,-17.1*1,----,----,185,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-03,22:24:05,245,64,254,328,676,17.4*1,----,----,253,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-03,23:36:05,256,69,327,480,527,10.0*1,----,----,274,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-04,00:12:05,214,37,527,374,0,-21.2*1,----,----,221,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-04,01:36:34,Halo,360,960,1041,995,8.6,----,----,71,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-04,12:12:05,258,71,249,1,0,-14.2*1,----,----,257,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-04,16:24:05,86,57,282,330,372,3.4*1,----,----,93,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-04,20:12:05,215,29,326,428,949,35.2*1,----,----,219,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-05,00:00:05,80,76,360,373,366,0.6*1,----,----,99,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-05,02:00:05,Halo,360,210,158,0,-13.5*1,----,----,8,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-05,02:24:05,99,79,514,643,604,9.2*1,----,----,112,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-05,07:12:05,109,63,291,176,0,-10.7*1,----,----,98,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-05,13:36:31,284,116,461,524,1048,41.5*1,----,----,267,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-05,23:42:13,260,212,554,261,1082,-86.5*1,----,----,230,C2 C3 PHTX DST Java Movie,data gap; Poor Event; Only C3; Partial Halo,2024,11
2024-11-06,04:36:05,240,14,164,200,362,4.8*1,----,----,237,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-06,05:48:05,63,54,389,190,0,-34.5*1,----,----,47,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-06,09:00:05,59,20,505,364,0,-21.1*1,----,----,55,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-06,11:36:05,98,24,412,336,0,-12.0*1,----,----,101,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-06,12:36:06,51,21,371,445,597,11.6*1,----,----,43,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-06,16:12:05,283,25,275,340,913,32.9*1,----,----,290,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-06,17:48:05,315,116,509,398,380,-9.7*1,----,----,292,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-06,23:24:05,101,29,411,228,0,-18.2*1,----,----,105,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-07,06:15:14,238,196,984,985,984,0.0,----,----,214,C2 C3 PHTX DST Java Movie,Only C3; Partial Halo,2024,11
2024-11-07,12:48:05,103,23,213,194,0,-5.9*1,----,----,104,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-08,15:36:03,30,64,267,234,155,-2.6*1,----,----,26,C2 C3 PHTX DST Java Movie,The width was changed on 2025/03/25.; Poor Event,2024,11
2024-11-08,23:12:07,17,46,200,437,380,6.1*1,----,----,21,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-09,09:48:05,116,135,392,617,522,9.8,----,----,115,C2 C3 PHTX DST Java Movie,Partial Halo,2024,11
2024-11-10,08:12:07,216,75,240,435,439,7.9,----,----,203,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-10,10:48:05,146,62,274,328,381,4.1*1,----,----,162,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-10,12:36:35,105,42,378,404,458,3.6*1,----,----,104,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-10,20:48:06,208,70,179,219,262,2.0*1,----,----,205,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-10,23:12:07,269,101,693,422,606,-23.1,----,----,267,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-11,01:36:29,75,54,657,635,590,-4.8*1,----,----,57,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-11,04:24:05,161,19,474,453,0,-11.4*1,----,----,159,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-11,11:12:05,157,32,308,410,534,10.0*1,----,----,159,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-11,15:48:05,164,108,579,786,715,15.1,----,----,175,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-11,18:12:05,30,78,316,479,982,39.2*1,----,----,3,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,11
2024-11-11,20:48:05,52,76,257,289,275,1.0,----,----,35,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-12,02:14:29,300,56,270,282,331,2.2*1,----,----,304,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-12,05:00:05,105,16,469,505,826,20.6*1,----,----,105,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-12,08:48:05,285,37,256,148,0,-36.2*1,----,----,294,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-12,12:48:05,292,137,907,1036,977,14.2,----,----,317,C2 C3 PHTX DST Java Movie,Partial Halo,2024,11
2024-11-12,23:12:10,227,44,137,125,89,-0.6*1,----,----,228,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-13,04:12:05,54,48,259,298,378,3.8*1,----,----,41,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-13,09:48:06,41,55,269,216,0,-12.0*1,----,----,40,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-13,11:12:06,98,10,373,347,0,-19.4*1,----,----,95,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-13,15:36:05,58,52,153,112,0,-10.5*1,----,----,54,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-13,17:24:05,163,48,242,186,0,-14.4*1,----,----,168,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-13,17:24:05,53,87,263,220,0,-7.6*1,----,----,45,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-13,21:12:09,70,87,239,295,799,26.4*1,----,----,57,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-13,22:12:05,58,27,162,281,1076,47.4*1,----,----,53,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-14,01:25:52,50,54,285,343,590,12.1*1,----,----,48,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-14,05:36:05,173,126,338,207,0,-14.2*1,----,----,183,C2 C3 PHTX DST Java Movie,Poor Event; Partial Halo,2024,11
2024-11-14,13:25:51,238,55,484,407,252,-10.9*1,----,----,225,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-14,18:36:05,44,84,348,435,456,5.7*1,----,----,35,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-14,20:12:05,124,142,401,288,0,-17.6*1,----,----,105,C2 C3 PHTX DST Java Movie,Poor Event; Partial Halo,2024,11
2024-11-15,02:48:07,158,68,579,683,628,7.4,----,----,158,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-15,10:24:05,70,147,388,194,286,-9.9*1,----,----,54,C2 C3 PHTX DST Java Movie,Partial Halo,2024,11
2024-11-15,12:48:05,284,45,205,222,375,4.3*1,----,----,287,C2 C3 PHTX DST Java Movie,Only C2,2024,11
2024-11-15,14:24:05,257,196,663,583,599,-8.0,----,----,274,C2 C3 PHTX DST Java Movie,Partial Halo,2024,11
2024-11-15,19:24:05,238,25,402,362,280,-4.9*1,----,----,232,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-16,01:25:52,67,80,365,342,310,-2.4*1,----,----,59,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-16,01:36:29,271,42,364,349,164,-5.1*1,----,----,264,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,11
2024-11-16,04:48:05,72,39,101,45,0,-12.9*1,----,----,66,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-16,09:12:05,270,109,629,635,634,0.5*1,----,----,273,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-16,09:36:05,75,55,174,130,0,-11.3*1,----,----,66,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-16,11:24:05,87,51,215,263,870,30.3*1,----,----,78,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-16,12:12:05,72,91,291,347,472,7.1*1,----,----,67,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-16,12:36:05,299,63,239,147,0,-8.3*1,----,----,306,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-16,14:24:05,90,44,264,367,767,23.1*1,----,----,79,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-16,17:12:05,99,58,192,192,188,-0.1*1,----,----,86,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-16,19:48:05,90,56,209,401,958,38.0*1,----,----,85,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-16,20:48:05,304,124,250,390,363,5.2*1,----,----,317,C2 C3 PHTX DST Java Movie,Poor Event; Partial Halo,2024,11
2024-11-17,00:24:05,92,34,137,138,172,0.5*1,----,----,94,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-17,07:36:05,303,96,276,256,240,-1.3*1,----,----,309,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-17,09:48:05,148,62,216,284,262,1.9*1,----,----,150,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-17,10:48:05,56,107,560,392,431,-13.7*1,----,----,55,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-17,16:36:05,285,62,466,261,0,-19.7*1,----,----,284,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-17,19:48:05,348,24,421,479,822,22.7*1,----,----,346,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-17,20:24:34,90,42,160,219,761,23.5*1,----,----,86,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-18,03:24:05,91,36,332,326,296,-1.1*1,----,----,85,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-18,04:36:05,46,96,301,309,317,0.6*1,----,----,39,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-18,06:00:05,92,109,175,88,0,-33.5*1,----,----,93,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-18,08:24:06,110,83,217,279,694,18.8*1,----,----,101,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-18,09:24:05,100,60,110,104,0,-1.8*1,----,----,101,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-18,12:00:35,237,>84,463,389,406,-5.4*1,----,----,225,C2 C3 PHTX DST Java Movie,The width was changed on 2025/03/24.; Poor Event; Uncertain Width,2024,11
2024-11-18,13:25:52,110,89,162,157,50,-1.0*1,----,----,98,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-18,17:12:05,98,95,176,158,0,-3.2*1,----,----,90,C2 C3 PHTX DST Java Movie,Only C2,2024,11
2024-11-18,19:24:05,98,174,499,505,511,0.7*1,----,----,97,C2 C3 PHTX DST Java Movie,Partial Halo,2024,11
2024-11-19,03:36:05,132,58,422,433,448,1.4*1,----,----,136,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-19,08:12:07,107,35,417,425,425,0.5*1,----,----,103,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-19,12:36:05,338,83,263,488,440,7.8,----,----,340,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-19,17:24:05,254,56,479,362,297,-11.2*1,----,----,262,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-20,03:24:05,236,19,339,476,702,19.7*1,----,----,239,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,11
2024-11-20,05:36:05,234,14,451,498,506,3.9*1,----,----,236,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,11
2024-11-20,06:00:05,125,19,274,373,873,31.0*1,----,----,125,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-20,08:48:05,263,44,199,357,332,4.8*1,----,----,266,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-20,20:00:05,259,60,270,212,0,-14.4*1,----,----,260,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-20,21:24:06,27,30,391,381,379,-0.8*1,----,----,26,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-21,02:00:05,109,82,429,549,829,24.7*1,----,----,105,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-21,12:36:05,124,247,814,983,888,15.4,----,----,110,C2 C3 PHTX DST Java Movie,Partial Halo,2024,11
2024-11-21,13:36:30,271,38,364,503,675,17.2*1,----,----,274,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-21,18:12:05,Halo,360,1436,980,1217,-80.6,----,----,295,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-21,20:00:05,219,90,380,503,445,5.2,----,----,207,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-21,21:13:55,32,68,675,609,644,-5.8*1,----,----,32,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-22,18:48:05,170,59,487,566,710,14.0*1,----,----,176,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,11
2024-11-22,22:12:07,34,32,492,424,386,-6.9*1,----,----,28,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-22,22:12:07,148,92,305,314,327,0.8*1,----,----,140,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-22,22:24:05,34,59,185,246,231,1.7*1,----,----,41,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-23,00:00:05,271,54,738,827,825,11.1*1,----,----,271,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-23,19:12:05,222,66,606,501,550,-7.7*1,----,----,227,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-24,10:36:05,99,17,257,164,0,-15.8*1,----,----,99,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,11
2024-11-24,12:36:05,136,77,303,447,971,37.7*1,----,----,137,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-24,16:12:05,79,31,268,376,870,30.1*1,----,----,83,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-25,02:00:05,21,20,456,467,560,4.8*1,----,----,20,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-25,03:12:05,160,159,335,353,360,1.2*1,----,----,161,C2 C3 PHTX DST Java Movie,Partial Halo,2024,11
2024-11-25,08:12:05,325,80,283,508,424,7.4*1,----,----,329,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-25,15:24:05,255,17,365,318,0,-15.2*1,----,----,255,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-25,18:00:06,238,131,1210,1347,1387,33.4*1,----,----,236,C2 C3 PHTX DST Java Movie,Partial Halo,2024,11
2024-11-25,21:24:05,151,216,574,581,578,0.5*1,----,----,171,C2 C3 PHTX DST Java Movie,Partial Halo,2024,11
2024-11-26,13:25:54,71,96,526,493,503,-2.6*1,----,----,95,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-27,00:12:05,64,61,151,183,239,2.1*1,----,----,61,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,11
2024-11-27,02:48:05,245,20,462,351,0,-16.1*1,----,----,243,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-27,10:12:06,84,34,364,395,495,5.6*1,----,----,88,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-27,19:24:05,153,98,325,428,424,5.4*1,----,----,164,C2 C3 PHTX DST Java Movie,,2024,11
2024-11-27,19:48:05,82,83,471,380,230,-11.0*1,----,----,99,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-27,20:12:05,305,52,210,353,957,37.8*1,----,----,308,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-27,23:36:05,229,11,379,583,2123,188.4*1,----,----,223,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-28,00:48:05,228,11,385,544,1476,86.9*1,----,----,221,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
2024-11-28,00:48:05,83,76,208,429,363,6.1*1,----,----,82,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-28,19:00:05,105,14,452,581,736,17.6*1,----,----,106,C2 C3 PHTX DST Java Movie,Poor Event,2024,11
2024-11-28,19:48:05,325,16,245,316,603,13.7*1,----,----,329,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-28,21:12:06,284,13,350,405,809,23.9*1,----,----,299,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,11
2024-11-28,23:12:05,244,11,203,236,626,15.3*1,----,----,242,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,11
